Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TMV,TMV,TMV,TMV,TMV,TMV
Date,,,,,,
2009-06-25 00:00:00+00:00,774.7923583984375,963.125,1034.125,963.125,1014.0,7712
2009-06-26 00:00:00+00:00,772.6806640625,960.5,975.0,953.125,966.125,3656
2009-06-29 00:00:00+00:00,771.5745239257812,959.125,963.75,938.0,947.5,4072
2009-06-30 00:00:00+00:00,773.082763671875,961.0,989.375,944.375,971.5,4584
2009-07-01 00:00:00+00:00,781.5296630859375,971.5,998.75,965.875,991.25,4224
2009-07-02 00:00:00+00:00,776.9041137695312,965.75,970.0,954.25,962.125,2976
2009-07-06 00:00:00+00:00,782.3341064453125,972.5,993.75,969.125,975.875,3160
2009-07-07 00:00:00+00:00,764.736572265625,950.625,987.5,949.5,986.25,2848
2009-07-08 00:00:00+00:00,717.4747314453125,891.875,943.75,879.25,937.375,9992
2009-07-09 00:00:00+00:00,749.2507934570312,931.375,956.75,918.0,928.75,6512
2009-07-10 00:00:00+00:00,722.3015747070312,897.875,925.25,894.25,918.625,4720
2009-07-13 00:00:00+00:00,737.0833129882812,916.25,919.5,887.5,899.25,4888
2009-07-14 00:00:00+00:00,777.6079711914062,966.625,976.75,930.875,942.375,4992
2009-07-15 00:00:00+00:00,841.361083984375,1045.875,1051.125,1001.875,1013.625,6792
2009-07-16 00:00:00+00:00,808.5794677734375,1005.125,1009.0,986.25,999.375,4640
2009-07-17 00:00:00+00:00,845.8861694335938,1051.5,1051.625,1018.25,1031.25,6304
2009-07-20 00:00:00+00:00,833.6182250976562,1036.25,1069.25,1007.5,1066.5,7896
2009-07-21 00:00:00+00:00,775.2951049804688,963.75,1051.0,959.375,1046.625,6624
2009-07-22 00:00:00+00:00,800.9371337890625,995.625,1008.375,970.75,970.75,5024
2009-07-23 00:00:00+00:00,849.7073364257812,1056.25,1070.75,988.5,988.875,7792
2009-07-24 00:00:00+00:00,837.3387451171875,1040.875,1061.125,1039.375,1054.875,2112
2009-07-27 00:00:00+00:00,868.5115356445312,1079.625,1097.0,1071.75,1081.125,4736
2009-07-28 00:00:00+00:00,839.651611328125,1043.75,1076.75,1021.75,1067.75,6464
2009-07-29 00:00:00+00:00,823.7637329101562,1024.0,1053.75,1000.0,1003.0,4672
2009-07-30 00:00:00+00:00,785.8535766601562,976.875,1039.5,974.625,1029.0,9040
2009-07-31 00:00:00+00:00,736.3795776367188,915.375,970.25,914.625,951.5,12208
2009-08-03 00:00:00+00:00,774.1891479492188,962.375,974.125,934.875,934.875,10376
2009-08-04 00:00:00+00:00,793.4960327148438,986.375,1008.625,937.5,937.5,6560
2009-08-05 00:00:00+00:00,833.919921875,1036.625,1037.5,972.5,1019.375,5408
2009-08-06 00:00:00+00:00,821.5513916015625,1021.25,1050.0,1000.625,1034.125,5384
2009-08-07 00:00:00+00:00,847.8973999023438,1054.0,1062.25,1039.375,1053.0,7248
2009-08-10 00:00:00+00:00,812.5012817382812,1010.0,1054.125,1007.25,1050.5,3728
2009-08-11 00:00:00+00:00,780.2224731445312,969.875,997.0,965.0,980.625,7024
2009-08-12 00:00:00+00:00,810.9927368164062,1008.125,1021.25,965.625,965.625,5776
2009-08-13 00:00:00+00:00,770.77001953125,958.125,1014.5,955.5,1001.0,7120
2009-08-14 00:00:00+00:00,763.5299072265625,949.125,951.375,920.75,951.375,7832
2009-08-17 00:00:00+00:00,728.0332641601562,905.0,930.0,903.25,929.375,12760
2009-08-18 00:00:00+00:00,741.6085815429688,921.875,926.75,902.875,906.75,3120
2009-08-19 00:00:00+00:00,716.6702880859375,890.875,910.75,882.75,888.75,8120
2009-08-20 00:00:00+00:00,699.2739868164062,869.25,896.5,866.75,881.25,5120
2009-08-21 00:00:00+00:00,749.7536010742188,932.0,934.0,872.375,873.25,7736
2009-08-24 00:00:00+00:00,704.2012329101562,875.375,941.625,875.375,941.625,8048
2009-08-25 00:00:00+00:00,688.4137573242188,855.75,886.625,852.625,875.0,13656
2009-08-26 00:00:00+00:00,679.1625366210938,844.25,858.25,840.5,853.125,8312
2009-08-27 00:00:00+00:00,688.6148071289062,856.0,862.375,838.625,855.0,3640
2009-08-28 00:00:00+00:00,674.2353515625,838.125,875.0,838.125,874.0,3664
2009-08-31 00:00:00+00:00,670.615234375,833.625,861.0,826.25,846.375,4392
2009-09-01 00:00:00+00:00,673.732421875,837.5,874.875,826.375,846.125,3976
2009-09-02 00:00:00+00:00,645.1741943359375,802.0,835.75,793.75,829.25,10872
2009-09-03 00:00:00+00:00,659.9561157226562,820.375,826.5,811.875,821.5,3760
2009-09-04 00:00:00+00:00,696.2572631835938,865.5,867.375,828.0,831.75,6744
2009-09-08 00:00:00+00:00,710.9385375976562,883.75,887.25,856.25,883.625,6440
2009-09-09 00:00:00+00:00,714.1563720703125,887.75,913.25,886.375,900.0,6784
2009-09-10 00:00:00+00:00,673.732421875,837.5,875.25,816.25,870.375,12392
2009-09-11 00:00:00+00:00,659.7550659179688,820.125,822.75,792.375,817.0,12376
2009-09-14 00:00:00+00:00,678.76025390625,843.75,843.75,819.625,834.25,4096
2009-09-15 00:00:00+00:00,689.5199584960938,857.125,860.75,841.125,858.875,4584
2009-09-16 00:00:00+00:00,681.9782104492188,847.75,875.25,836.5,854.0,8664
2009-09-17 00:00:00+00:00,656.5372924804688,816.125,854.375,813.875,846.0,4920
2009-09-18 00:00:00+00:00,673.1290283203125,836.75,841.875,817.625,827.0,5808
2009-09-21 00:00:00+00:00,672.4252319335938,835.875,851.25,820.625,829.75,3664
2009-09-22 00:00:00+00:00,663.8778076171875,825.25,846.0,822.25,838.25,2872
2009-09-23 00:00:00+00:00,661.1627807617188,821.875,850.5,817.5,833.25,5640
2009-09-24 00:00:00+00:00,652.5149536132812,811.125,828.375,804.0,819.5,5408
2009-09-25 00:00:00+00:00,627.4761962890625,780.0,815.0,778.625,798.25,8576
2009-09-28 00:00:00+00:00,609.1749267578125,757.25,775.0,755.25,771.5,9312
2009-09-29 00:00:00+00:00,607.7669677734375,755.5,772.5,748.375,769.375,3192
2009-09-30 00:00:00+00:00,610.079833984375,758.375,768.75,750.125,761.0,3328
2009-10-01 00:00:00+00:00,584.8400268554688,727.0,747.5,716.625,746.125,12464
2009-10-02 00:00:00+00:00,598.3146362304688,743.75,748.625,711.75,714.5,4344
2009-10-05 00:00:00+00:00,600.124755859375,746.0,749.625,727.875,733.875,4712
2009-10-06 00:00:00+00:00,618.5267944335938,768.875,770.25,748.375,751.0,6640
2009-10-07 00:00:00+00:00,592.9851684570312,737.125,751.875,734.25,751.0,11168
2009-10-08 00:00:00+00:00,614.8059692382812,764.25,774.5,722.375,724.5,9664
2009-10-09 00:00:00+00:00,659.654541015625,820.0,830.25,773.25,778.0,20232
2009-10-12 00:00:00+00:00,651.7105102539062,810.125,825.625,806.375,825.625,9904
2009-10-13 00:00:00+00:00,641.8557739257812,797.875,802.75,789.375,796.5,9264
2009-10-14 00:00:00+00:00,674.2353515625,838.125,842.75,812.5,825.625,10800
2009-10-15 00:00:00+00:00,683.1848754882812,849.25,856.25,824.625,850.25,9320
2009-10-16 00:00:00+00:00,660.8609619140625,821.5,844.375,821.25,832.5,5776
2009-10-19 00:00:00+00:00,644.8726196289062,801.625,825.875,801.625,820.125,7880
2009-10-20 00:00:00+00:00,634.4147338867188,788.625,792.875,775.0,782.0,4400
2009-10-21 00:00:00+00:00,648.89501953125,806.625,822.0,804.75,804.75,5064
2009-10-22 00:00:00+00:00,657.4423217773438,817.25,827.5,814.875,825.625,2880
2009-10-23 00:00:00+00:00,675.84423828125,840.125,841.875,826.75,841.875,9368
2009-10-26 00:00:00+00:00,704.0001220703125,875.125,877.875,851.0,851.0,12040
2009-10-27 00:00:00+00:00,670.1124267578125,833.0,867.375,832.25,865.5,13328
2009-10-28 00:00:00+00:00,661.3638305664062,822.125,835.75,813.0,831.375,13360
2009-10-29 00:00:00+00:00,685.49755859375,852.125,866.0,836.0,839.5,10912
2009-10-30 00:00:00+00:00,652.716064453125,811.375,839.25,805.625,832.125,9184
2009-11-02 00:00:00+00:00,663.7772827148438,825.125,832.875,809.625,812.5,8584
2009-11-03 00:00:00+00:00,687.2070922851562,854.25,855.875,816.375,820.25,12592
2009-11-04 00:00:00+00:00,704.5030517578125,875.75,891.25,853.125,864.0,13776
2009-11-05 00:00:00+00:00,704.9051513671875,876.25,889.625,875.625,888.0,10576
2009-11-06 00:00:00+00:00,703.5977783203125,874.625,899.625,869.375,873.375,8888
2009-11-09 00:00:00+00:00,701.5869140625,872.125,879.75,861.125,874.125,8744
2009-11-10 00:00:00+00:00,707.720703125,879.75,887.875,848.375,859.625,6264
2009-11-11 00:00:00+00:00,689.720947265625,857.375,865.5,849.375,861.875,4784
2009-11-12 00:00:00+00:00,701.2849731445312,871.75,898.875,865.875,873.125,6632
2009-11-13 00:00:00+00:00,688.2127685546875,855.5,869.625,851.625,860.375,4328
2009-11-16 00:00:00+00:00,663.173828125,824.375,837.375,813.125,836.75,13336
2009-11-17 00:00:00+00:00,653.21875,812.0,830.25,803.75,826.875,13056
2009-11-18 00:00:00+00:00,668.4030151367188,830.875,833.375,813.0,813.0,9592
2009-11-19 00:00:00+00:00,659.9561157226562,820.375,828.125,803.125,819.25,7456
2009-11-20 00:00:00+00:00,663.794921875,732.75,745.0,726.5,737.0,17240
2009-11-23 00:00:00+00:00,665.1536865234375,734.25,750.0,731.25,744.0,13272
2009-11-24 00:00:00+00:00,652.3579711914062,720.125,733.5,716.125,733.0,5792
2009-11-25 00:00:00+00:00,642.1666259765625,708.875,736.625,705.375,723.5,16560
2009-11-27 00:00:00+00:00,634.0135498046875,699.875,708.75,699.0,703.0,7648
2009-11-30 00:00:00+00:00,628.3516235351562,693.625,709.125,693.125,705.875,5208
2009-12-01 00:00:00+00:00,653.2638549804688,721.125,722.5,706.25,709.125,6104
2009-12-02 00:00:00+00:00,649.0740356445312,716.5,726.375,702.875,719.75,7680
2009-12-03 00:00:00+00:00,672.7406616210938,742.625,743.375,731.0,739.25,12040
2009-12-04 00:00:00+00:00,695.2747802734375,767.5,779.125,759.375,770.0,14328
2009-12-07 00:00:00+00:00,690.9718017578125,762.75,773.25,755.5,767.5,6144
2009-12-08 00:00:00+00:00,686.7819213867188,758.125,767.0,738.625,747.25,5200
2009-12-09 00:00:00+00:00,697.6526489257812,770.125,783.125,748.125,762.0,7016
2009-12-10 00:00:00+00:00,725.9619750976562,801.375,806.25,782.625,786.75,11192
2009-12-11 00:00:00+00:00,726.9810180664062,802.5,823.75,795.625,810.0,9152
2009-12-14 00:00:00+00:00,722.2252197265625,797.25,798.75,787.5,792.25,4000
2009-12-15 00:00:00+00:00,734.56787109375,810.875,816.875,802.5,816.375,6328
2009-12-16 00:00:00+00:00,736.0401000976562,812.5,818.75,795.75,804.75,6608
2009-12-17 00:00:00+00:00,695.6146240234375,767.875,797.625,767.5,788.75,11184
2009-12-18 00:00:00+00:00,709.7692260742188,783.5,784.375,762.125,770.375,6720
2009-12-21 00:00:00+00:00,745.8917236328125,823.375,824.25,797.125,798.625,10408
2009-12-22 00:00:00+00:00,759.93310546875,838.875,848.875,832.0,834.375,14536
2009-12-23 00:00:00+00:00,759.253662109375,838.125,842.125,814.875,829.875,6352
2009-12-24 00:00:00+00:00,785.5245971679688,867.125,868.125,847.0,850.125,7608
2009-12-28 00:00:00+00:00,788.921875,870.875,877.75,866.25,870.5,12688
2009-12-29 00:00:00+00:00,771.0302734375,851.125,869.25,848.75,869.25,13168
2009-12-30 00:00:00+00:00,755.8564453125,834.375,851.125,832.25,848.0,7080
2009-12-31 00:00:00+00:00,772.842041015625,853.125,874.875,843.75,853.25,11888
2010-01-04 00:00:00+00:00,769.78466796875,849.75,858.125,842.5,850.25,7552
2010-01-05 00:00:00+00:00,753.9314575195312,832.25,845.0,822.875,844.125,7408
2010-01-06 00:00:00+00:00,786.7702026367188,868.5,871.75,837.875,841.25,9520
2010-01-07 00:00:00+00:00,783.8261108398438,865.25,868.75,854.25,868.25,5216
2010-01-08 00:00:00+00:00,787.1099243164062,868.875,881.375,856.75,857.5,8800
2010-01-11 00:00:00+00:00,797.6409301757812,880.5,883.625,865.625,876.875,6056
2010-01-12 00:00:00+00:00,755.0639038085938,833.5,849.125,830.75,839.625,18504
2010-01-13 00:00:00+00:00,781.9009399414062,863.125,868.375,835.375,845.25,7200
2010-01-14 00:00:00+00:00,749.6284790039062,827.5,865.875,826.125,850.875,10344
2010-01-15 00:00:00+00:00,737.7386474609375,814.375,815.25,804.5,812.125,8304
2010-01-19 00:00:00+00:00,740.7960205078125,817.75,830.125,809.375,822.75,6056
2010-01-20 00:00:00+00:00,719.6207275390625,794.375,803.875,791.25,803.375,7648
2010-01-21 00:00:00+00:00,706.4851684570312,779.875,799.25,775.0,798.875,7664
2010-01-22 00:00:00+00:00,710.3352661132812,784.125,791.75,777.875,784.875,5728
2010-01-25 00:00:00+00:00,721.545654296875,796.5,799.625,787.125,797.75,4800
2010-01-26 00:00:00+00:00,721.6589965820312,796.625,802.0,783.0,783.125,4704
2010-01-27 00:00:00+00:00,719.7339477539062,794.5,800.875,783.375,792.375,7184
2010-01-28 00:00:00+00:00,725.5089721679688,800.875,810.25,794.625,808.25,7320
2010-01-29 00:00:00+00:00,704.6734008789062,777.875,804.375,776.25,803.0,6664
2010-02-01 00:00:00+00:00,725.6222534179688,801.0,802.5,783.625,783.625,5184
2010-02-02 00:00:00+00:00,719.7339477539062,794.5,802.75,793.0,798.625,3440
2010-02-03 00:00:00+00:00,745.8917236328125,823.375,823.5,804.75,808.25,7976
2010-02-04 00:00:00+00:00,706.2587280273438,779.625,805.25,778.875,803.625,11720
2010-02-05 00:00:00+00:00,704.220458984375,777.375,795.375,764.125,792.375,12176
2010-02-08 00:00:00+00:00,699.0115356445312,771.625,783.75,771.625,777.875,6688
2010-02-09 00:00:00+00:00,722.33837890625,797.375,798.5,768.75,780.125,9312
2010-02-10 00:00:00+00:00,742.9476318359375,820.125,824.375,785.25,792.375,8064
2010-02-11 00:00:00+00:00,755.6300048828125,834.125,848.375,821.5,823.0,11928
2010-02-12 00:00:00+00:00,745.3255615234375,822.75,830.0,817.375,819.875,3096
2010-02-16 00:00:00+00:00,738.4180908203125,815.125,834.0,813.75,833.875,3664
2010-02-17 00:00:00+00:00,765.4817504882812,845.0,851.0,824.25,831.625,8128
2010-02-18 00:00:00+00:00,774.7671508789062,855.25,870.0,840.125,841.875,11240
2010-02-19 00:00:00+00:00,762.7639770507812,842.0,857.5,839.375,848.125,14952
2010-02-22 00:00:00+00:00,770.01123046875,850.0,855.375,846.875,850.375,5784
2010-02-23 00:00:00+00:00,734.56787109375,810.875,845.75,809.25,845.125,9744
2010-02-24 00:00:00+00:00,730.4915161132812,806.375,818.25,800.0,808.375,6824
2010-02-25 00:00:00+00:00,716.2235717773438,790.625,798.25,789.75,792.375,6200
2010-02-26 00:00:00+00:00,707.50439453125,781.0,788.75,768.5,783.875,11088
2010-03-01 00:00:00+00:00,705.3528442382812,778.625,791.375,774.625,781.375,5008
2010-03-02 00:00:00+00:00,708.7499389648438,782.375,795.75,781.0,792.625,5016
2010-03-03 00:00:00+00:00,713.8455810546875,788.0,797.375,787.625,789.75,4200
2010-03-04 00:00:00+00:00,705.1264038085938,778.375,793.5,771.25,791.375,4568
2010-03-05 00:00:00+00:00,735.1340942382812,811.5,814.125,793.5,793.5,8496
2010-03-08 00:00:00+00:00,744.8724975585938,822.25,824.625,817.5,818.875,7088
2010-03-09 00:00:00+00:00,743.626953125,820.875,832.25,815.625,817.0,4504
2010-03-10 00:00:00+00:00,747.9300537109375,825.625,838.5,824.125,831.0,5640
2010-03-11 00:00:00+00:00,740.569580078125,817.5,833.125,810.5,832.625,5496
2010-03-12 00:00:00+00:00,726.7546997070312,802.25,821.875,798.75,821.875,8824
2010-03-15 00:00:00+00:00,727.8870849609375,803.5,812.0,801.375,803.875,3304
2010-03-16 00:00:00+00:00,710.9014282226562,784.75,802.125,783.25,802.125,12472
2010-03-17 00:00:00+00:00,701.9556274414062,774.875,785.25,774.875,777.625,13928
2010-03-18 00:00:00+00:00,709.2030029296875,782.875,786.75,773.125,774.5,6024
2010-03-19 00:00:00+00:00,706.1456298828125,779.5,789.875,772.5,779.5,9576
2010-03-22 00:00:00+00:00,702.8616943359375,775.875,779.375,773.0,777.625,2976
2010-03-23 00:00:00+00:00,713.8455810546875,788.0,788.75,780.0,784.75,3208
2010-03-24 00:00:00+00:00,753.1387939453125,831.375,837.625,806.5,816.5,24424
2010-03-25 00:00:00+00:00,768.4258422851562,848.25,859.125,833.375,837.875,14456
2010-03-26 00:00:00+00:00,761.1786499023438,840.25,854.875,837.625,852.5,6888
2010-03-29 00:00:00+00:00,771.0302734375,851.125,858.75,844.75,845.75,9920
2010-03-30 00:00:00+00:00,762.6506958007812,841.875,860.875,841.25,854.25,6544
2010-03-31 00:00:00+00:00,747.3638305664062,825.0,840.375,824.5,833.375,9800
2010-04-01 00:00:00+00:00,755.2903442382812,833.75,845.125,831.25,837.25,7400
2010-04-05 00:00:00+00:00,790.7334594726562,872.875,876.25,855.25,860.625,21552
2010-04-06 00:00:00+00:00,787.4495239257812,869.25,878.125,861.25,863.5,9208
2010-04-07 00:00:00+00:00,755.0639038085938,833.5,878.75,828.625,873.125,11936
2010-04-08 00:00:00+00:00,756.5359497070312,835.125,841.75,823.25,830.375,7240
2010-04-09 00:00:00+00:00,750.08154296875,828.0,844.25,826.25,839.625,6584
2010-04-12 00:00:00+00:00,736.3798217773438,812.875,823.75,811.25,821.875,9696
2010-04-13 00:00:00+00:00,729.4723510742188,805.25,811.125,798.25,801.25,9024
2010-04-14 00:00:00+00:00,746.6842651367188,824.25,824.25,803.0,805.75,8536
2010-04-15 00:00:00+00:00,743.1739501953125,820.375,835.0,812.5,832.375,10312
2010-04-16 00:00:00+00:00,725.2826538085938,800.625,820.0,798.25,817.75,17648
2010-04-19 00:00:00+00:00,731.623779296875,807.625,810.875,796.625,800.0,8992
2010-04-20 00:00:00+00:00,723.017822265625,798.125,806.875,797.5,801.375,6192
2010-04-21 00:00:00+00:00,704.3338012695312,777.5,789.5,774.875,789.125,27104
2010-04-22 00:00:00+00:00,711.9207153320312,785.875,788.0,768.125,774.25,15032
2010-04-23 00:00:00+00:00,719.7339477539062,794.5,798.375,786.375,791.25,6368
2010-04-26 00:00:00+00:00,717.922119140625,792.5,797.5,779.375,782.875,5792
2010-04-27 00:00:00+00:00,683.7244873046875,754.75,777.5,746.875,773.75,42448
2010-04-28 00:00:00+00:00,701.8424682617188,774.75,781.5,758.625,765.5,21584
2010-04-29 00:00:00+00:00,694.3689575195312,766.5,781.375,762.625,773.5,7104
2010-04-30 00:00:00+00:00,669.2302856445312,738.75,765.25,738.125,762.5,19688
2010-05-03 00:00:00+00:00,671.6082153320312,741.375,750.125,740.25,747.0,8344
2010-05-04 00:00:00+00:00,634.4664916992188,700.375,719.375,697.875,713.25,27008
2010-05-05 00:00:00+00:00,623.142822265625,687.875,699.625,665.25,685.125,28576
2010-05-06 00:00:00+00:00,565.2787475585938,624.0,689.375,586.875,684.25,47376
2010-05-07 00:00:00+00:00,583.9629516601562,644.625,649.75,593.25,638.125,41160
2010-05-10 00:00:00+00:00,620.8781127929688,685.375,696.875,678.375,695.0,26320
2010-05-11 00:00:00+00:00,626.5398559570312,691.625,699.375,676.875,678.875,16488
2010-05-12 00:00:00+00:00,641.8269653320312,708.5,708.75,693.0,697.0,9984
2010-05-13 00:00:00+00:00,628.8046875,694.125,717.5,686.0,694.0,16920
2010-05-14 00:00:00+00:00,594.267333984375,656.0,674.625,642.375,674.0,24280
2010-05-17 00:00:00+00:00,601.1747436523438,663.625,665.375,638.125,657.875,20920
2010-05-18 00:00:00+00:00,571.8464965820312,631.25,657.625,627.375,654.5,17976
2010-05-19 00:00:00+00:00,565.1655883789062,623.875,633.75,610.875,631.625,17200
2010-05-20 00:00:00+00:00,528.7031860351562,583.625,599.875,577.875,593.125,66944
2010-05-21 00:00:00+00:00,526.2119750976562,580.875,591.25,555.75,558.125,43776
2010-05-24 00:00:00+00:00,531.8740234375,587.125,590.5,573.125,574.625,11168
2010-05-25 00:00:00+00:00,520.889892578125,575.0,578.625,552.5,557.875,38768
2010-05-26 00:00:00+00:00,527.4575805664062,582.25,598.75,581.25,585.5,31032
2010-05-27 00:00:00+00:00,564.5993041992188,623.25,625.0,606.875,610.625,29408
2010-05-28 00:00:00+00:00,557.2388916015625,615.125,623.875,610.25,616.25,18408
2010-06-01 00:00:00+00:00,544.8960571289062,601.5,611.875,590.625,599.375,8384
2010-06-02 00:00:00+00:00,561.0889282226562,619.375,622.25,595.375,600.875,25768
2010-06-03 00:00:00+00:00,574.4510498046875,634.125,637.125,620.75,633.625,24112
2010-06-04 00:00:00+00:00,525.7590942382812,580.375,604.375,579.125,600.375,23592
2010-06-07 00:00:00+00:00,515.11474609375,568.625,590.875,568.125,587.625,33800
2010-06-08 00:00:00+00:00,523.267822265625,577.625,581.875,568.625,578.25,33752
2010-06-09 00:00:00+00:00,523.0414428710938,577.375,591.875,575.0,585.0,43552
2010-06-10 00:00:00+00:00,553.8417358398438,611.375,613.125,590.0,593.0,39496
2010-06-11 00:00:00+00:00,530.0620727539062,585.125,602.25,579.75,593.125,28640
2010-06-14 00:00:00+00:00,538.6680908203125,594.625,609.25,587.5,608.625,22480
2010-06-15 00:00:00+00:00,547.6138305664062,604.5,612.0,589.5,591.625,37592
2010-06-16 00:00:00+00:00,538.3281860351562,594.25,606.0,590.0,591.25,21408
2010-06-17 00:00:00+00:00,523.947265625,578.375,591.75,571.5,591.25,23320
2010-06-18 00:00:00+00:00,526.3252563476562,581.0,583.875,574.0,576.5,43432
2010-06-21 00:00:00+00:00,530.8547973632812,586.0,604.75,583.375,603.75,40512
2010-06-22 00:00:00+00:00,511.6044616699219,564.75,585.75,564.125,581.75,38720
2010-06-23 00:00:00+00:00,499.6012878417969,551.5,564.375,546.125,564.125,46448
2010-06-24 00:00:00+00:00,509.679443359375,562.625,567.625,546.875,550.5,37840
2010-06-25 00:00:00+00:00,502.4322204589844,554.625,571.125,550.625,569.125,34616
2010-06-28 00:00:00+00:00,487.8247375488281,538.5,547.75,537.875,545.25,34488
2010-06-29 00:00:00+00:00,470.6127014160156,519.5,534.875,517.75,531.25,51104
2010-06-30 00:00:00+00:00,460.7611389160156,508.625,522.875,507.625,513.75,36080
2010-07-01 00:00:00+00:00,458.49639892578125,506.125,508.5,489.75,506.0,44816
2010-07-02 00:00:00+00:00,470.2729797363281,519.125,521.125,508.375,515.375,43968
2010-07-06 00:00:00+00:00,457.5904846191406,505.125,518.625,503.375,518.25,29008
2010-07-07 00:00:00+00:00,474.68927001953125,524.0,525.25,506.875,508.125,34776
2010-07-08 00:00:00+00:00,483.18206787109375,533.375,538.0,528.625,533.625,25560
2010-07-09 00:00:00+00:00,493.59979248046875,544.875,544.875,537.125,540.5,23856
2010-07-12 00:00:00+00:00,493.486572265625,544.75,546.25,532.875,541.125,25064
2010-07-13 00:00:00+00:00,506.28228759765625,558.875,561.375,548.875,550.0,37040
